Latitude,Longitude,elevation_m,slope_m_per_m,slope_degrees,slope_percent
-28.760833,17.730278,166.0,0.08983111749910168,5.1331659066209285,8.983111749910169
-26.861111,28.884722,1526.0,0.0,0.0,0.0
-26.45,28.085833,1475.0,0.010033370881966413,0.5748505165582027,1.0033370881966412
-27.671111,27.236944,1345.0,0.08084800574919151,4.622196164454145,8.084800574919152
-27.356667,27.286389,1360.0,0.026949335249730505,1.5437095279166577,2.6949335249730506
-27.01011111,26.69808333,1291.0,0.010082888793209307,0.5776873968863778,1.0082888793209308
-25.127778,27.628889,957.0,0.019844220317948434,1.1368408609254452,1.9844220317948433
-25.20639,27.558,957.0,0.03971403482417993,2.274251432078708,3.9714034824179927
-24.69514,27.40906,912.0,0.0,0.0,0.0
-26.98472222,26.63227778,1289.0,0.0,0.0,0.0
-28.141944,26.417778,1270.0,0.0,0.0,0.0
-27.398611,26.614722,1261.0,0.05059046633421319,2.8961510901448686,5.059046633421319
-33.501667,21.624167,242.0,0.008983111749910169,0.514680546190779,0.8983111749910169
-32.502778,19.535833,384.0,0.010651506235408482,0.6102632743888621,1.0651506235408483
-25.45963889,28.26430556,1101.0,0.04974652722724059,2.8479183399345214,4.974652722724059
-27.495556,26.074722,1251.0,0.07313019035907439,4.1826056403494265,7.313019035907439
-26.648056,27.089444,1358.0,0.02201735204489079,1.2612975641029889,2.201735204489079
-26.970278,27.211111,1325.0,0.0,0.0,0.0
-27.38972222,26.46388889,1251.0,0.017966223499820338,1.0292780446240486,1.7966223499820337
-27.044444,27.005,1313.0,0.0,0.0,0.0
-30.830556,26.921389,1336.0,0.0,0.0,0.0
-27.00222,28.76528,1500.0,0.008983111749910169,0.514680546190779,0.8983111749910169
-27.02314,28.59389,1491.0,0.04923576257802859,2.818725186772163,4.92357625780286
-30.679722,26.7125,1300.0,0.010445079096782836,0.598437186457781,1.0445079096782837
-30.160091,27.40124,1420.0,0.07186489399928135,4.110488548284492,7.186489399928135
-32.595833,19.009444,157.0,0.017966223499820338,1.0292780446240486,1.7966223499820337
-25.99136,27.84208,1365.0,0.14152688478005002,8.05539467320558,14.152688478005002
-26.73806,27.59194,1422.0,0.06035193912825204,3.4537222333162885,6.035193912825204
-30.86013889,29.07125,825.0,0.09588043546701845,5.476802382243917,9.588043546701845
-25.73411,27.21422,1453.0,0.08974947632845284,5.128525623453744,8.974947632845284
-29.160278,26.573333,1336.0,0.06274258804095237,3.590179353771264,6.274258804095237
-34.250556,20.9925,26.0,0.0,0.0,0.0
-25.81048333,27.90955222,1184.0,0.017966223499820338,1.0292780446240486,1.7966223499820337
-27.273889,28.49,1509.0,0.07074699784620078,4.046761844125397,7.074699784620078
-27.4275,28.525833,1514.0,0.017966223499820338,1.0292780446240486,1.7966223499820337
-28.883333,27.89,1552.0,0.1480569195019967,8.421854195525276,14.80569195019967
-30.534167,24.961944,1221.0,0.0,0.0,0.0
-28.460833,21.248889,796.0,0.035932446999640676,2.057892189239802,3.5932446999640675
-29.658056,25.973333,1329.0,0.05829062326111934,3.3360317295519635,5.829062326111934
-25.513889,31.224444,440.0,0.0,0.0,0.0
-31.554722,29.245556,254.0,0.2424617889792792,13.629026690820544,24.24617889792792
-28.058889,30.373611,1141.0,0.0,0.0,0.0
-25.681111,31.783333,207.0,0.04109212632906092,2.353081563686781,4.109212632906091
-27.802778,28.768333,1560.0,0.25388691529258484,14.245654629406058,25.388691529258484
-31.104278,29.399722,374.0,0.8292656166450384,39.66775026856898,82.92656166450384
-31.396,29.2651,126.0,0.017966223499820338,1.0292780446240486,1.7966223499820337
-33.38056,19.30167,443.0,0.021515544072288045,1.2325597011234857,2.1515544072288044
-33.31388889,19.07472222,101.0,0.44073104057406187,23.78457680671591,44.073104057406184
-24.39619444,27.08983333,887.0,0.03339832789375054,1.9128722058545713,3.3398327893750537
-26.880278,26.965,1302.0,0.010071281361568558,0.5770224075704818,1.0071281361568558
-27.3,28.586944,1506.0,0.08084800574919151,4.622196164454145,8.084800574919152
-30.568333,29.422778,1246.0,0.2445551880079215,13.742255527340262,24.45551880079215
-30.570833,29.150556,1358.0,0.15271289974847285,8.682722094037505,15.271289974847285
-34.031944,22.053333,39.0,0.0,0.0,0.0
-33.13083,18.86278,39.0,0.0543824025568086,3.112815901308951,5.43824025568086
-33.7075,18.97444444,100.0,0.0,0.0,0.0
-25.57877778,29.12747222,1161.0,0.2874595759971254,16.03780398471139,28.74595759971254
-26.006389,29.253889,1511.0,0.06367120217788322,3.643173304120827,6.3671202177883215
-30.77586667,29.03221667,897.0,0.0,0.0,0.0
-24.925278,29.324444,837.0,0.04491555874955084,2.5717434621111535,4.491555874955084
-24.679167,30.8025,1120.0,0.0693513209300618,3.967185929770856,6.93513209300618
-25.49037,30.6986,830.0,0.0,0.0,0.0
-33.818056,19.694722,173.0,0.0,0.0,0.0
-33.897778,20.012778,137.0,0.4716136193701353,25.249203229641303,47.16136193701353
-34.065833,20.404167,63.0,0.15181602820492346,8.6324995263508,15.181602820492346
-24.058889,31.237222,283.0,0.07870197642942096,4.500015352126558,7.870197642942096
-34.092222,21.295278,94.0,0.0,0.0,0.0
-27.363611,31.783333,162.0,0.06068935523879137,3.4729842004640186,6.068935523879137
-34.329722,18.990278,6.0,0.0,0.0,0.0
-23.281,30.54305556,483.0,0.017966223499820338,1.0292780446240486,1.7966223499820337
-28.801278,31.955389,10.0,0.0,0.0,0.0
-29.140556,31.391944,34.0,0.051424469060828204,2.9438119216195804,5.142446906082821
-27.169444,29.233889,1524.0,0.0,0.0,0.0
-27.573056,24.746389,1093.0,0.017966223499820338,1.0292780446240486,1.7966223499820337
-28.69485,28.23487,1599.0,0.0,0.0,0.0
-34.039722,22.133333,30.0,0.3057597961292899,17.00152554003593,30.57597961292899
-28.068333,31.55,249.0,0.13627631614400645,7.760254215086367,13.627631614400645
-29.7775,29.470833,1477.0,0.05481782498952052,3.1376896157886556,5.481782498952052
-29.987778,29.851667,993.0,0.1261905017239227,7.19216780742352,12.61905017239227
-29.744167,29.905833,920.0,0.35177199668346654,19.380444243492043,35.17719966834665
-25.436111,31.982222,113.0,0.0,0.0,0.0
-25.67386,31.57527,276.0,0.009967117681454602,0.5710548673744926,0.9967117681454603
-30.733889,29.828333,619.0,0.0,0.0,0.0
-30.398056,30.601944,71.0,0.12252193673822652,6.985175757079868,12.252193673822651
-22.43772222,31.07805556,254.0,0.26051024074739487,14.601596309334507,26.051024074739487
-29.803611,30.516111,605.0,0.0,0.0,0.0
-29.641944,30.6875,261.0,0.5929754594185693,30.666900581353204,59.29754594185693
-33.980556,21.653333,47.0,0.0,0.0,0.0
-22.769722,30.886944,431.0,0.0,0.0,0.0
-23.763056,27.908611,868.0,0.019630503872552024,1.1246005790048164,1.9630503872552025
-23.23572222,27.717,799.0,0.05310630602168135,3.039911546367776,5.310630602168135
-28.44555556,32.325,9.0,0.022320580014706406,1.2786627125420496,2.2320580014706404
-30.336111,27.359444,1389.0,0.0,0.0,0.0
-22.91028,29.61111,737.0,0.026949335249730505,1.5437095279166577,2.6949335249730506
-24.183889,30.823889,368.0,0.0,0.0,0.0
-23.658056,31.05,344.0,0.16888903270831057,9.586168167067912,16.888903270831058
-22.225556,29.990556,426.0,0.0,0.0,0.0
-26.03611,30.99778,773.0,0.23994486532008957,13.492746306528208,23.994486532008956
-28.404444,30.013056,1080.0,0.10779734099892202,6.15257456429891,10.779734099892202
-29.380556,30.2775,1071.0,0.010309059297670288,0.5906446651768967,1.0309059297670289
-31.031389,28.883333,859.0,0.4552554454887744,24.477659581145694,45.52554454887744
-28.747778,31.745833,57.0,0.04606937623295946,2.6377157929798436,4.606937623295946
-24.282222,28.090278,1134.0,0.0,0.0,0.0
-30.27402,30.69602,30.0,0.09361479524377021,5.348145777207132,9.361479524377021
-28.338333,31.373611,444.0,0.0,0.0,0.0
-28.735556,29.820556,959.0,0.03560034025499009,2.0388881851827505,3.560034025499009
-27.602222,29.942778,1217.0,0.008983111749910169,0.514680546190779,0.8983111749910169
-28.116667,26.725278,1290.0,0.08148702540467358,4.6585696579358675,8.148702540467358
-26.905,32.324722,37.0,0.020146971057977536,1.1541802677330126,2.0146971057977536
-28.75,30.442778,554.0,0.15271289974847285,8.682722094037505,15.271289974847285
-29.161667,30.629722,963.0,0.0,0.0,0.0
-34.075556,20.145556,146.0,0.36873838539549986,20.240866660862352,36.873838539549986
-27.5275,30.858056,959.0,0.13813111934056313,7.864562984386436,13.813111934056312
