Latitude,Longitude,pct_urban,pct_agricultural
-28.760833,17.730278,0.0,0.0
-26.861111,28.884722,0.7427375182816667,44.291818416449196
-26.45,28.085833,1.9830191394445245,37.13340048927903
-27.671111,27.236944,39.00182211593213,5.147477508256463
-27.356667,27.286389,1.3847251962883655,30.521056388294074
-27.01011111,26.69808333,2.823920265780731,2.7551838698590903
-25.127778,27.628889,0.5879271203213225,20.053553757494615
-25.20639,27.558,1.8935427574171029,33.673647469458984
-24.69514,27.40906,0.49361801559716095,64.63767269328504
-26.98472222,26.63227778,2.5638087599186457,44.30662579850468
-28.141944,26.417778,0.7653495096093883,13.325585350643461
-27.398611,26.614722,21.599406358810434,16.961584565329073
-33.501667,21.624167,0.7505696287360943,0.5763302506366439
-32.502778,19.535833,0.0,2.9605530703538023
-25.45963889,28.26430556,2.304521971324084,17.307134149881
-27.495556,26.074722,0.3307764692463429,24.21226724457498
-26.648056,27.089444,0.5775364192742005,4.7323506594259115
-26.970278,27.211111,0.24926938284339006,12.543693771130593
-27.38972222,26.46388889,0.0884854712564937,24.818747502426216
-27.044444,27.005,1.0106794170698887,21.172731697540584
-30.830556,26.921389,0.008281116294476495,12.28641620890496
-27.00222,28.76528,0.0,30.16841381680701
-27.02314,28.59389,16.875232668022107,7.456831133129063
-30.679722,26.7125,17.913130028477426,6.472393486134535
-30.160091,27.40124,2.69616699558051,25.107707702143035
-32.595833,19.009444,22.779839124664843,30.319854833030902
-25.99136,27.84208,4.606137663988903,1.618216494249552
-26.73806,27.59194,4.530447015589561,6.166920272171342
-30.86013889,29.07125,0.37532772181592383,20.447081550986614
-25.73411,27.21422,0.0,1.242289983494049
-29.160278,26.573333,4.404581438436921,30.58503172196957
-34.250556,20.9925,0.002657242313926607,24.515717588286876
-25.81048333,27.90955222,0.26334828534220805,0.0
-27.273889,28.49,28.379575392176474,23.193416578563877
-27.4275,28.525833,0.042799669015892945,46.217935914628924
-28.883333,27.89,42.03963294488543,5.905533975116816
-30.534167,24.961944,0.6534680880520559,5.900595320503946
-28.460833,21.248889,27.728788649595838,7.221185913741451
-29.658056,25.973333,0.9582076209632361,42.80366521399039
-25.513889,31.224444,0.4989991006411558,0.0
-31.554722,29.245556,1.4737707163402274,2.4708943980276676
-28.058889,30.373611,0.4340425531914894,5.852482269503546
-25.681111,31.783333,25.24626260285085,4.340016224359717
-27.802778,28.768333,0.0,0.9071004066312167
-31.104278,29.399722,1.1092760803743462,4.310487200660611
-31.396,29.2651,0.07957850831458207,2.9032435102354426
-33.38056,19.30167,11.5808971571233,8.115218383399103
-33.31388889,19.07472222,0.13432194283258114,0.13163550397592952
-24.39619444,27.08983333,0.10539875863684273,2.27778428387399
-26.880278,26.965,0.35841266200252325,25.817180869365753
-27.3,28.586944,0.0,54.14786036679426
-30.568333,29.422778,12.1176893907941,8.588668382739627
-30.570833,29.150556,0.033215234720992026,29.030115146147033
-34.031944,22.053333,0.37296534086368116,4.046673948370941
-33.13083,18.86278,0.24766468355452662,82.28928311842141
